year,state_city,rev_total
2005,CA: Modesto,7592.03
2006,CA: Modesto,7578.73
2007,CA: Modesto,8502.08
2008,CA: Modesto,8523.52
2009,CA: Modesto,7366.09
2010,CA: Modesto,7566.88
2011,CA: Modesto,7775.15
2012,CA: Modesto,7091.93
2013,CA: Modesto,7354.17
2014,CA: Modesto,7582.9
2015,CA: Modesto,7940.89
2016,CA: Modesto,7796.12
2017,CA: Modesto,8467.34
1977,CA: Oakland,6207.9
1978,CA: Oakland,6424.77
1979,CA: Oakland,5635.97
1980,CA: Oakland,5359.34
1981,CA: Oakland,5748.03
1982,CA: Oakland,5749.49
1983,CA: Oakland,5680.66
1984,CA: Oakland,5893.27
1985,CA: Oakland,6151.61
1986,CA: Oakland,6321.13
1987,CA: Oakland,6587.32
1988,CA: Oakland,6324.19
1989,CA: Oakland,6594.57
1990,CA: Oakland,6592.81
1991,CA: Oakland,6675.79
1992,CA: Oakland,6985.38
1993,CA: Oakland,6951.25
1994,CA: Oakland,7047.42
1995,CA: Oakland,7024.79
1996,CA: Oakland,6985.49
1997,CA: Oakland,7624.12
1998,CA: Oakland,8026.73
1999,CA: Oakland,7966.69
2000,CA: Oakland,8736.48
2001,CA: Oakland,8692.58
2002,CA: Oakland,8611.87
2003,CA: Oakland,8731.89
2004,CA: Oakland,9831.3
2005,CA: Oakland,10006.59
2006,CA: Oakland,11155.6
2007,CA: Oakland,11334.29
2008,CA: Oakland,10550.78
2009,CA: Oakland,7932.51
2010,CA: Oakland,10274.52
2011,CA: Oakland,10258.05
2012,CA: Oakland,10695.19
2013,CA: Oakland,11690.39
2014,CA: Oakland,12021.13
2015,CA: Oakland,11594.84
2016,CA: Oakland,11589.72
2017,CA: Oakland,12091.41
1977,CA: Riverside,5427.76
1978,CA: Riverside,5685.12
1979,CA: Riverside,4978.71
1980,CA: Riverside,5116.62
1981,CA: Riverside,5217.63
1982,CA: Riverside,5366.54
1983,CA: Riverside,5300.73
1984,CA: Riverside,5712.49
1985,CA: Riverside,5742.23
1986,CA: Riverside,6179.66
1987,CA: Riverside,6233.76
1988,CA: Riverside,6525.12
1989,CA: Riverside,6719.85
1990,CA: Riverside,6489.8
1991,CA: Riverside,6229.1
1992,CA: Riverside,6637.72
1993,CA: Riverside,6401.49
1994,CA: Riverside,6276.28
1995,CA: Riverside,6044.0
1996,CA: Riverside,6031.89
1997,CA: Riverside,6478.75
1998,CA: Riverside,6907.96
1999,CA: Riverside,6271.64
2000,CA: Riverside,6605.56
2001,CA: Riverside,7041.78
2002,CA: Riverside,7250.87
2003,CA: Riverside,7304.97
2004,CA: Riverside,7110.16
2005,CA: Riverside,7223.35
2006,CA: Riverside,7705.42
2007,CA: Riverside,8283.02
2008,CA: Riverside,8177.7
2009,CA: Riverside,8032.31
2010,CA: Riverside,7265.71
2011,CA: Riverside,7141.85
2012,CA: Riverside,6784.85
2013,CA: Riverside,6678.65
2014,CA: Riverside,7044.61
2015,CA: Riverside,7912.77
2016,CA: Riverside,8324.43
2017,CA: Riverside,8217.73
1977,CA: Sacramento,5984.05
1978,CA: Sacramento,6503.07
1979,CA: Sacramento,5839.02
1980,CA: Sacramento,5360.71
1981,CA: Sacramento,5327.91
1982,CA: Sacramento,5444.43
1983,CA: Sacramento,5340.91
1984,CA: Sacramento,5373.53
1985,CA: Sacramento,5886.33
1986,CA: Sacramento,6408.52
1987,CA: Sacramento,6604.05
1988,CA: Sacramento,6635.54
1989,CA: Sacramento,6719.17
1990,CA: Sacramento,6726.22
1991,CA: Sacramento,6568.48
1992,CA: Sacramento,6595.07
1993,CA: Sacramento,6124.66
1994,CA: Sacramento,6436.11
1995,CA: Sacramento,6432.01
1996,CA: Sacramento,6678.78
1997,CA: Sacramento,7218.15
1998,CA: Sacramento,7824.44
1999,CA: Sacramento,7998.52
2000,CA: Sacramento,8705.84
2001,CA: Sacramento,9333.09
2002,CA: Sacramento,9746.22
2003,CA: Sacramento,6099.02
2004,CA: Sacramento,9184.8
2005,CA: Sacramento,9127.38
2006,CA: Sacramento,9099.95
2007,CA: Sacramento,10160.38
2008,CA: Sacramento,9110.51
2009,CA: Sacramento,7671.34
2010,CA: Sacramento,8863.13
2011,CA: Sacramento,9214.44
2012,CA: Sacramento,7953.22
2013,CA: Sacramento,8595.96
2014,CA: Sacramento,8746.24
2015,CA: Sacramento,8414.97
2016,CA: Sacramento,8851.66
2017,CA: Sacramento,9239.23
1977,CA: San Diego,4139.76
1978,CA: San Diego,4239.86
1979,CA: San Diego,3864.71
1980,CA: San Diego,3742.04
1981,CA: San Diego,3855.1
1982,CA: San Diego,3704.56
1983,CA: San Diego,3671.13
1984,CA: San Diego,3874.51
1985,CA: San Diego,4315.61
1986,CA: San Diego,4608.38
1987,CA: San Diego,4851.64
1988,CA: San Diego,4850.5
1989,CA: San Diego,4989.58
1990,CA: San Diego,4984.18
1991,CA: San Diego,4979.76
1992,CA: San Diego,5258.12
1993,CA: San Diego,5153.11
1994,CA: San Diego,5277.2
1995,CA: San Diego,5254.45
1996,CA: San Diego,5647.36
1997,CA: San Diego,5419.03
1998,CA: San Diego,5988.91
1999,CA: San Diego,5640.9
2000,CA: San Diego,6770.63
2001,CA: San Diego,6597.25
2002,CA: San Diego,6159.54
2003,CA: San Diego,6707.89
2004,CA: San Diego,7398.11
2005,CA: San Diego,7481.6
2006,CA: San Diego,7607.05
2007,CA: San Diego,8027.6
2008,CA: San Diego,6740.99
2009,CA: San Diego,3406.35
2010,CA: San Diego,6958.6
2011,CA: San Diego,7530.73
2012,CA: San Diego,6417.57
2013,CA: San Diego,6826.16
2014,CA: San Diego,7487.65
2015,CA: San Diego,6754.99
2016,CA: San Diego,6674.77
2017,CA: San Diego,7596.51
1977,CA: San Francisco,6910.43
1978,CA: San Francisco,7260.77
1979,CA: San Francisco,6801.73
1980,CA: San Francisco,6956.31
1981,CA: San Francisco,6894.14
1982,CA: San Francisco,7158.33
1983,CA: San Francisco,7497.91
1984,CA: San Francisco,7407.13
1985,CA: San Francisco,7733.93
1986,CA: San Francisco,8512.78
1987,CA: San Francisco,8418.14
1988,CA: San Francisco,8151.72
1989,CA: San Francisco,8412.6
1990,CA: San Francisco,8794.27
1991,CA: San Francisco,9049.79
1992,CA: San Francisco,9252.04
1993,CA: San Francisco,9341.45
1994,CA: San Francisco,9205.46
1995,CA: San Francisco,9351.09
1996,CA: San Francisco,10671.96
1997,CA: San Francisco,10647.35
1998,CA: San Francisco,11705.28
1999,CA: San Francisco,11320.06
2000,CA: San Francisco,12398.17
2001,CA: San Francisco,12361.97
2002,CA: San Francisco,10146.51
2003,CA: San Francisco,11401.27
2004,CA: San Francisco,13934.63
2005,CA: San Francisco,13349.39
2006,CA: San Francisco,13808.79
2007,CA: San Francisco,15727.57
2008,CA: San Francisco,10443.76
2009,CA: San Francisco,6404.37
2010,CA: San Francisco,13755.36
2011,CA: San Francisco,15834.57
2012,CA: San Francisco,11557.69
2013,CA: San Francisco,15154.6
2014,CA: San Francisco,16782.64
2015,CA: San Francisco,13898.57
2016,CA: San Francisco,13885.78
2017,CA: San Francisco,16558.58
1977,CA: San Jose,4931.87
1978,CA: San Jose,4676.25
1979,CA: San Jose,4090.82
1980,CA: San Jose,3937.48
1981,CA: San Jose,4075.41
1982,CA: San Jose,4001.62
1983,CA: San Jose,4136.45
1984,CA: San Jose,4111.08
1985,CA: San Jose,4519.68
1986,CA: San Jose,4870.08
1987,CA: San Jose,5170.44
1988,CA: San Jose,4974.65
1989,CA: San Jose,4977.62
1990,CA: San Jose,5029.45
1991,CA: San Jose,4895.95
1992,CA: San Jose,5100.48
1993,CA: San Jose,5078.78
1994,CA: San Jose,5187.3
1995,CA: San Jose,5015.1
1996,CA: San Jose,5280.27
1997,CA: San Jose,5469.22
1998,CA: San Jose,6005.31
1999,CA: San Jose,6552.66
2000,CA: San Jose,6420.37
2001,CA: San Jose,6728.78
2002,CA: San Jose,6725.19
2003,CA: San Jose,7089.39
2004,CA: San Jose,7765.61
2005,CA: San Jose,7286.08
2006,CA: San Jose,7512.93
2007,CA: San Jose,8392.67
2008,CA: San Jose,7208.68
2009,CA: San Jose,6512.85
2010,CA: San Jose,7756.17
2011,CA: San Jose,7870.06
2012,CA: San Jose,6524.24
2013,CA: San Jose,7148.58
2014,CA: San Jose,7611.41
2015,CA: San Jose,7281.94
2016,CA: San Jose,7664.31
2017,CA: San Jose,8389.69
1977,CA: Santa Ana,3629.2
1978,CA: Santa Ana,3824.07
1979,CA: Santa Ana,3330.03
1980,CA: Santa Ana,3163.97
1981,CA: Santa Ana,3259.86
1982,CA: Santa Ana,3340.18
1983,CA: Santa Ana,3323.6
1984,CA: Santa Ana,3564.43
1985,CA: Santa Ana,3744.76
1986,CA: Santa Ana,4260.24
1987,CA: Santa Ana,4222.38
1988,CA: Santa Ana,4422.74
1989,CA: Santa Ana,4470.79
1990,CA: Santa Ana,4650.2
1991,CA: Santa Ana,4576.35
1992,CA: Santa Ana,4574.23
1993,CA: Santa Ana,4590.6
1994,CA: Santa Ana,4497.43
1995,CA: Santa Ana,4363.78
1996,CA: Santa Ana,4562.77
1997,CA: Santa Ana,4623.2
1998,CA: Santa Ana,4977.76
1999,CA: Santa Ana,4871.48
2000,CA: Santa Ana,4991.87
2001,CA: Santa Ana,5942.66
2002,CA: Santa Ana,5507.43
2003,CA: Santa Ana,5823.97
2004,CA: Santa Ana,6233.24
2005,CA: Santa Ana,6155.38
2006,CA: Santa Ana,6370.92
2007,CA: Santa Ana,6690.31
2008,CA: Santa Ana,6563.06
2009,CA: Santa Ana,6688.87
2010,CA: Santa Ana,6335.28
2011,CA: Santa Ana,6295.42
2012,CA: Santa Ana,5979.12
2013,CA: Santa Ana,5822.52
2014,CA: Santa Ana,6048.62
2015,CA: Santa Ana,6131.47
2016,CA: Santa Ana,6234.29
2017,CA: Santa Ana,6517.68
1977,CA: Stockton,5573.45
1978,CA: Stockton,6168.91
1979,CA: Stockton,5069.01
1980,CA: Stockton,4735.07
1981,CA: Stockton,4892.77
1982,CA: Stockton,4462.71
1983,CA: Stockton,4300.41
1984,CA: Stockton,4401.71
1985,CA: Stockton,4691.04
1986,CA: Stockton,4958.07
1987,CA: Stockton,5132.02
1988,CA: Stockton,5320.82
1989,CA: Stockton,5364.31
1990,CA: Stockton,5716.34
1991,CA: Stockton,5610.66
1992,CA: Stockton,5672.47
1993,CA: Stockton,5339.76
1994,CA: Stockton,5170.63
1995,CA: Stockton,4771.89
1996,CA: Stockton,5084.39
1997,CA: Stockton,5216.64
1998,CA: Stockton,5570.86
1999,CA: Stockton,5530.24
2000,CA: Stockton,5569.6
2001,CA: Stockton,6657.51
2002,CA: Stockton,6014.23
2003,CA: Stockton,6098.93
2004,CA: Stockton,6759.98
2005,CA: Stockton,6419.19
2006,CA: Stockton,6396.3
2007,CA: Stockton,7024.53
2008,CA: Stockton,6731.15
2009,CA: Stockton,5371.61
2010,CA: Stockton,6227.79
2011,CA: Stockton,6391.53
2012,CA: Stockton,5575.41
2013,CA: Stockton,5733.98
2014,CA: Stockton,5860.02
2015,CA: Stockton,6182.93
2016,CA: Stockton,6327.85
2017,CA: Stockton,6515.08
1977,CO: Aurora,3752.67
1978,CO: Aurora,3862.13
1979,CO: Aurora,3893.05
1980,CO: Aurora,3716.8
1981,CO: Aurora,3535.09
1982,CO: Aurora,3700.75
1983,CO: Aurora,3802.95
1984,CO: Aurora,4246.76
1985,CO: Aurora,4295.02
1986,CO: Aurora,4407.39
1987,CO: Aurora,5218.39
1988,CO: Aurora,4885.06
1989,CO: Aurora,4484.59
1990,CO: Aurora,4548.37
1991,CO: Aurora,4466.47
1992,CO: Aurora,4325.17
1993,CO: Aurora,4086.64
1994,CO: Aurora,4092.1
1995,CO: Aurora,4003.1
1996,CO: Aurora,4192.18
1997,CO: Aurora,4333.9
1998,CO: Aurora,4496.76
1999,CO: Aurora,4444.64
2000,CO: Aurora,4582.86
2001,CO: Aurora,4639.53
2002,CO: Aurora,4813.14
2003,CO: Aurora,4852.61
2004,CO: Aurora,5161.52
2005,CO: Aurora,5177.94
2006,CO: Aurora,5464.22
2007,CO: Aurora,5297.31
2008,CO: Aurora,5242.27
2009,CO: Aurora,4979.76
2010,CO: Aurora,5140.79
2011,CO: Aurora,5088.12
2012,CO: Aurora,4829.62
2013,CO: Aurora,4991.69
2014,CO: Aurora,5017.72
2015,CO: Aurora,5163.28
2016,CO: Aurora,5147.95
2017,CO: Aurora,5417.68
1977,CO: Colorado Springs,4762.47
1978,CO: Colorado Springs,4597.98
1979,CO: Colorado Springs,4792.28
1980,CO: Colorado Springs,4700.6
1981,CO: Colorado Springs,5015.88
1982,CO: Colorado Springs,5129.88
1983,CO: Colorado Springs,5477.81
1984,CO: Colorado Springs,5567.48
1985,CO: Colorado Springs,6103.83
1986,CO: Colorado Springs,5925.88
1987,CO: Colorado Springs,5923.81
1988,CO: Colorado Springs,5618.98
1989,CO: Colorado Springs,5486.62
1990,CO: Colorado Springs,5463.7
1991,CO: Colorado Springs,5390.71
1992,CO: Colorado Springs,5449.76
1993,CO: Colorado Springs,5573.89
1994,CO: Colorado Springs,5504.81
1995,CO: Colorado Springs,5413.55
1996,CO: Colorado Springs,5460.22
1997,CO: Colorado Springs,5699.05
1998,CO: Colorado Springs,5774.72
1999,CO: Colorado Springs,5807.83
2000,CO: Colorado Springs,5922.5
2001,CO: Colorado Springs,6207.35
2002,CO: Colorado Springs,6735.29
2003,CO: Colorado Springs,6529.65
2004,CO: Colorado Springs,6703.44
2005,CO: Colorado Springs,6894.78
2006,CO: Colorado Springs,7152.41
2007,CO: Colorado Springs,7389.86
2008,CO: Colorado Springs,7544.47
2009,CO: Colorado Springs,7665.98
2010,CO: Colorado Springs,7529.92
2011,CO: Colorado Springs,7198.45
2012,CO: Colorado Springs,6830.76
2013,CO: Colorado Springs,6942.66
2014,CO: Colorado Springs,6860.5
2015,CO: Colorado Springs,5514.46
2016,CO: Colorado Springs,5508.44
2017,CO: Colorado Springs,5502.86
1977,CO: Denver,5108.97
1978,CO: Denver,4867.53
1979,CO: Denver,4938.64
1980,CO: Denver,4631.95
1981,CO: Denver,4893.72
1982,CO: Denver,4948.04
1983,CO: Denver,5292.59
1984,CO: Denver,5196.98
1985,CO: Denver,5473.48
1986,CO: Denver,5740.76
1987,CO: Denver,6033.43
1988,CO: Denver,6018.95
1989,CO: Denver,5906.6
1990,CO: Denver,6045.73
1991,CO: Denver,6323.33
1992,CO: Denver,6618.3
1993,CO: Denver,6397.27
1994,CO: Denver,6556.12
1995,CO: Denver,6637.38
1996,CO: Denver,7011.92
1997,CO: Denver,7747.55
1998,CO: Denver,7366.52
1999,CO: Denver,7737.73
2000,CO: Denver,9143.1
2001,CO: Denver,9370.12
2002,CO: Denver,7976.95
2003,CO: Denver,8140.13
2004,CO: Denver,9412.97
2005,CO: Denver,9417.69
2006,CO: Denver,9501.71
2007,CO: Denver,9694.81
2008,CO: Denver,9504.34
2009,CO: Denver,5712.85
2010,CO: Denver,10033.6
2011,CO: Denver,9340.96
2012,CO: Denver,8960.56
2013,CO: Denver,9712.47
2014,CO: Denver,9455.33
2015,CO: Denver,9320.61
2016,CO: Denver,9212.68
2017,CO: Denver,9912.78
1977,CT: Bridgeport,14113.01
1978,CT: Bridgeport,3671.34
1979,CT: Bridgeport,3118.27
1980,CT: Bridgeport,2679.51
1981,CT: Bridgeport,2718.73
1982,CT: Bridgeport,2866.48
1983,CT: Bridgeport,3060.64
1984,CT: Bridgeport,3367.27
1985,CT: Bridgeport,3432.17
1986,CT: Bridgeport,3572.68
1987,CT: Bridgeport,3744.82
1988,CT: Bridgeport,4148.62
1989,CT: Bridgeport,4503.13
1990,CT: Bridgeport,4125.1
1991,CT: Bridgeport,4112.94
1992,CT: Bridgeport,4861.66
1993,CT: Bridgeport,4857.2
1994,CT: Bridgeport,5227.16
1995,CT: Bridgeport,5180.24
1996,CT: Bridgeport,5089.93
1997,CT: Bridgeport,5075.77
1998,CT: Bridgeport,5020.74
1999,CT: Bridgeport,5410.98
2000,CT: Bridgeport,5465.05
2001,CT: Bridgeport,5585.25
2002,CT: Bridgeport,5276.63
2003,CT: Bridgeport,5553.98
2004,CT: Bridgeport,5214.85
2005,CT: Bridgeport,5393.56
2006,CT: Bridgeport,5772.54
2007,CT: Bridgeport,5919.14
2008,CT: Bridgeport,6008.45
2009,CT: Bridgeport,5690.6
2010,CT: Bridgeport,5762.05
2011,CT: Bridgeport,5628.53
2012,CT: Bridgeport,5544.88
2013,CT: Bridgeport,5913.02
2014,CT: Bridgeport,5554.27
2015,CT: Bridgeport,5811.37
2016,CT: Bridgeport,6371.74
2017,CT: Bridgeport,6018.27
1977,CT: Hartford,5496.6
1978,CT: Hartford,5707.41
1979,CT: Hartford,5225.72
1980,CT: Hartford,4670.19
1981,CT: Hartford,4858.11
1982,CT: Hartford,4749.82
1983,CT: Hartford,5214.96
1984,CT: Hartford,5357.49
1985,CT: Hartford,5286.05
1986,CT: Hartford,5506.78
1987,CT: Hartford,6345.63
1988,CT: Hartford,6662.14
1989,CT: Hartford,6677.84
1990,CT: Hartford,7095.83
1991,CT: Hartford,7328.8
1992,CT: Hartford,7995.77
1993,CT: Hartford,7445.62
1994,CT: Hartford,7820.3
1995,CT: Hartford,7830.27
1996,CT: Hartford,7278.1
1997,CT: Hartford,7129.61
1998,CT: Hartford,5050.56
1999,CT: Hartford,8004.68
2000,CT: Hartford,8519.13
2001,CT: Hartford,5501.9
2002,CT: Hartford,4577.35
2003,CT: Hartford,4453.01
2004,CT: Hartford,8229.46
2005,CT: Hartford,8671.32
2006,CT: Hartford,9179.6
2007,CT: Hartford,8495.13
2008,CT: Hartford,7328.36
2009,CT: Hartford,6341.69
2010,CT: Hartford,9349.74
2011,CT: Hartford,9303.75
2012,CT: Hartford,7851.25
2013,CT: Hartford,8482.42
2014,CT: Hartford,9227.86
2015,CT: Hartford,8844.68
2016,CT: Hartford,8058.28
2017,CT: Hartford,8941.2
1977,CT: New Haven,4076.15
1978,CT: New Haven,3309.9
1979,CT: New Haven,3065.27
1980,CT: New Haven,2660.86
1981,CT: New Haven,2817.14
1982,CT: New Haven,3200.46
1983,CT: New Haven,3465.45
1984,CT: New Haven,3577.24
1985,CT: New Haven,4492.61
1986,CT: New Haven,4584.11
1987,CT: New Haven,4517.64
1988,CT: New Haven,5478.53
1989,CT: New Haven,5579.32
1990,CT: New Haven,4875.65
1991,CT: New Haven,5314.35
1992,CT: New Haven,5493.39
1993,CT: New Haven,6199.1
1994,CT: New Haven,5939.05
1995,CT: New Haven,6021.91
1996,CT: New Haven,6237.45
1997,CT: New Haven,6839.19
1998,CT: New Haven,7631.58
1999,CT: New Haven,7108.12
2000,CT: New Haven,7710.98
2001,CT: New Haven,6531.15
2002,CT: New Haven,7662.93
2003,CT: New Haven,7934.28
2004,CT: New Haven,8518.25
2005,CT: New Haven,7894.89
2006,CT: New Haven,7710.01
2007,CT: New Haven,8175.74
2008,CT: New Haven,7779.59
2009,CT: New Haven,7410.76
2010,CT: New Haven,8221.01
2011,CT: New Haven,8157.73
2012,CT: New Haven,7003.67
2013,CT: New Haven,7189.6
2014,CT: New Haven,7588.87
2015,CT: New Haven,7265.97
2016,CT: New Haven,7265.73
2017,CT: New Haven,7999.32
1977,DC: Washington,9803.87
1978,DC: Washington,9959.31
1979,DC: Washington,9031.71
1980,DC: Washington,8999.3
1981,DC: Washington,9240.59
1982,DC: Washington,10428.85
1983,DC: Washington,10110.92
1984,DC: Washington,10396.85
1985,DC: Washington,11319.01
1986,DC: Washington,12045.67
1987,DC: Washington,12381.89
1988,DC: Washington,12641.76
1989,DC: Washington,12878.84
1990,DC: Washington,12918.71
1991,DC: Washington,14028.74
1992,DC: Washington,13716.61
1993,DC: Washington,14147.77
1994,DC: Washington,14364.57
1995,DC: Washington,13592.9
1996,DC: Washington,13473.49
1997,DC: Washington,15329.02
1998,DC: Washington,13998.48
1999,DC: Washington,14401.46
2000,DC: Washington,14096.39
2001,DC: Washington,14669.55
2002,DC: Washington,14778.79
2003,DC: Washington,16107.09
2004,DC: Washington,18348.84
2005,DC: Washington,19118.43
2006,DC: Washington,20202.79
2007,DC: Washington,21231.58
2008,DC: Washington,21381.92
2009,DC: Washington,17319.67
2010,DC: Washington,19051.09
2011,DC: Washington,20232.45
2012,DC: Washington,19607.89
2013,DC: Washington,20557.49
2014,DC: Washington,20972.68
2015,DC: Washington,21060.29
2016,DC: Washington,19917.29
2017,DC: Washington,20650.09
1977,DE: Dover,5917.62
1978,DE: Dover,6237.82
1979,DE: Dover,5323.85
1980,DE: Dover,4919.83
1981,DE: Dover,6829.52
1982,DE: Dover,6104.92
1983,DE: Dover,5776.07
1984,DE: Dover,6744.86
1985,DE: Dover,5804.71
1986,DE: Dover,5274.61
1987,DE: Dover,4890.21
1988,DE: Dover,5158.01
1989,DE: Dover,5159.42
1990,DE: Dover,5039.59
1991,DE: Dover,5158.1
1992,DE: Dover,4846.06
1993,DE: Dover,4979.49
1994,DE: Dover,5279.05
1995,DE: Dover,5055.66
1996,DE: Dover,5004.36
1997,DE: Dover,5394.13
1998,DE: Dover,5569.93
1999,DE: Dover,5512.63
2000,DE: Dover,5834.76
2001,DE: Dover,5746.28
2002,DE: Dover,5666.26
2003,DE: Dover,5526.78
2004,DE: Dover,6276.84
2005,DE: Dover,6244.57
2006,DE: Dover,6615.12
2007,DE: Dover,7558.38
2008,DE: Dover,7568.53
2009,DE: Dover,7384.48
2010,DE: Dover,7285.78
2011,DE: Dover,7705.11
2012,DE: Dover,7220.23
2013,DE: Dover,6882.24
2014,DE: Dover,6536.9
2015,DE: Dover,6573.07
2016,DE: Dover,6482.7
2017,DE: Dover,6553.96
1977,DE: Wilmington,5756.43
1978,DE: Wilmington,5918.33
1979,DE: Wilmington,5825.74
1980,DE: Wilmington,5472.84
1981,DE: Wilmington,6343.68
1982,DE: Wilmington,6627.6
1983,DE: Wilmington,6636.94
1984,DE: Wilmington,7345.31
1985,DE: Wilmington,7584.92
1986,DE: Wilmington,7960.69
1987,DE: Wilmington,7922.76
1988,DE: Wilmington,7903.78
1989,DE: Wilmington,9029.64
1990,DE: Wilmington,8301.79
1991,DE: Wilmington,8120.84
1992,DE: Wilmington,8098.44
1993,DE: Wilmington,8001.08
1994,DE: Wilmington,7688.97
1995,DE: Wilmington,7522.61
1996,DE: Wilmington,7292.59
1997,DE: Wilmington,7066.92
1998,DE: Wilmington,6970.21
1999,DE: Wilmington,6903.79
2000,DE: Wilmington,6535.53
2001,DE: Wilmington,6267.82
2002,DE: Wilmington,6445.64
2003,DE: Wilmington,6820.17
2004,DE: Wilmington,7501.86
2005,DE: Wilmington,7237.74
2006,DE: Wilmington,7710.03
2007,DE: Wilmington,7000.08
2008,DE: Wilmington,6877.49
2009,DE: Wilmington,6461.64
2010,DE: Wilmington,7533.34
2011,DE: Wilmington,7618.08
2012,DE: Wilmington,7019.3
2013,DE: Wilmington,7058.21
2014,DE: Wilmington,7312.65
2015,DE: Wilmington,7310.17
2016,DE: Wilmington,7041.29
2017,DE: Wilmington,7829.17
1977,FL: Ft. Lauderdale,3608.38
1978,FL: Ft. Lauderdale,3731.23
1979,FL: Ft. Lauderdale,3806.52
1980,FL: Ft. Lauderdale,3421.29
1981,FL: Ft. Lauderdale,3721.19
1982,FL: Ft. Lauderdale,3899.88
1983,FL: Ft. Lauderdale,4251.89
1984,FL: Ft. Lauderdale,4733.32
1985,FL: Ft. Lauderdale,4800.89
1986,FL: Ft. Lauderdale,4972.42
1987,FL: Ft. Lauderdale,5344.78
1988,FL: Ft. Lauderdale,5428.58
1989,FL: Ft. Lauderdale,5408.91
1990,FL: Ft. Lauderdale,5964.33
1991,FL: Ft. Lauderdale,6222.12
1992,FL: Ft. Lauderdale,6598.43
1993,FL: Ft. Lauderdale,6248.31
1994,FL: Ft. Lauderdale,5895.94
1995,FL: Ft. Lauderdale,5885.08
1996,FL: Ft. Lauderdale,6038.63
1997,FL: Ft. Lauderdale,6392.96
1998,FL: Ft. Lauderdale,6663.14
1999,FL: Ft. Lauderdale,6300.81
2000,FL: Ft. Lauderdale,6982.92
2001,FL: Ft. Lauderdale,6805.1
2002,FL: Ft. Lauderdale,6143.38
2003,FL: Ft. Lauderdale,6688.91
2004,FL: Ft. Lauderdale,7471.52
2005,FL: Ft. Lauderdale,7863.45
2006,FL: Ft. Lauderdale,8167.69
2007,FL: Ft. Lauderdale,8817.17
2008,FL: Ft. Lauderdale,8714.11
2009,FL: Ft. Lauderdale,6831.74
2010,FL: Ft. Lauderdale,8181.08
2011,FL: Ft. Lauderdale,8082.27
2012,FL: Ft. Lauderdale,7140.87
2013,FL: Ft. Lauderdale,7740.63
2014,FL: Ft. Lauderdale,8239.41
2015,FL: Ft. Lauderdale,7848.27
2016,FL: Ft. Lauderdale,7846.44
2017,FL: Ft. Lauderdale,8480.98
1977,FL: Hialeah,3945.75
1978,FL: Hialeah,4012.07
1979,FL: Hialeah,3868.84
1980,FL: Hialeah,3858.31
1981,FL: Hialeah,3939.38
1982,FL: Hialeah,4450.36
1983,FL: Hialeah,4746.4
1984,FL: Hialeah,4986.71
1985,FL: Hialeah,5124.25
1986,FL: Hialeah,4908.36
1987,FL: Hialeah,5128.64
1988,FL: Hialeah,5194.9
1989,FL: Hialeah,5410.57
1990,FL: Hialeah,5782.63
1991,FL: Hialeah,5588.8
1992,FL: Hialeah,5716.41
1993,FL: Hialeah,5566.33
1994,FL: Hialeah,6024.56
1995,FL: Hialeah,6019.19
1996,FL: Hialeah,6034.03
1997,FL: Hialeah,6033.98
1998,FL: Hialeah,6154.53
1999,FL: Hialeah,6658.08
2000,FL: Hialeah,6609.78
2001,FL: Hialeah,6448.97
2002,FL: Hialeah,6062.04
2003,FL: Hialeah,6175.69
2004,FL: Hialeah,6817.11
2005,FL: Hialeah,6757.29
2006,FL: Hialeah,6813.5
2007,FL: Hialeah,7610.52
2008,FL: Hialeah,7633.29
2009,FL: Hialeah,6824.77
2010,FL: Hialeah,6788.33
2011,FL: Hialeah,6346.41
2012,FL: Hialeah,6323.9
2013,FL: Hialeah,6237.79
2014,FL: Hialeah,5855.59
2015,FL: Hialeah,5884.34
2016,FL: Hialeah,5706.57
2017,FL: Hialeah,6038.57
1977,FL: Jacksonville,4343.51
1978,FL: Jacksonville,4401.89
1979,FL: Jacksonville,4372.64
1980,FL: Jacksonville,4349.77
1981,FL: Jacksonville,4489.14
1982,FL: Jacksonville,4563.85
1983,FL: Jacksonville,4705.68
1984,FL: Jacksonville,4526.96
1985,FL: Jacksonville,5203.55
1986,FL: Jacksonville,5718.28
1987,FL: Jacksonville,5854.9
1988,FL: Jacksonville,5213.68
1989,FL: Jacksonville,5484.95
1990,FL: Jacksonville,5754.87
1991,FL: Jacksonville,5739.17
1992,FL: Jacksonville,5841.94
1993,FL: Jacksonville,5729.54
1994,FL: Jacksonville,5580.26
1995,FL: Jacksonville,5392.49
1996,FL: Jacksonville,5445.63
1997,FL: Jacksonville,5638.03
1998,FL: Jacksonville,5614.4
1999,FL: Jacksonville,5979.71
2000,FL: Jacksonville,5906.5
2001,FL: Jacksonville,5761.13
2002,FL: Jacksonville,5739.44
2003,FL: Jacksonville,6165.54
2004,FL: Jacksonville,6954.54
2005,FL: Jacksonville,6732.16
2006,FL: Jacksonville,6835.0
2007,FL: Jacksonville,7061.79
2008,FL: Jacksonville,7081.05
2009,FL: Jacksonville,6186.53
2010,FL: Jacksonville,6895.09
2011,FL: Jacksonville,6895.08
2012,FL: Jacksonville,6529.43
2013,FL: Jacksonville,6755.73
2014,FL: Jacksonville,6387.93
2015,FL: Jacksonville,6341.61
2016,FL: Jacksonville,5740.39
2017,FL: Jacksonville,6006.76
