year,state_city,rev_total
1992,ID: Nampa,2082.35
1993,ID: Nampa,2008.73
1994,ID: Nampa,2107.77
1995,ID: Nampa,2380.65
1996,ID: Nampa,2363.66
1997,ID: Nampa,2350.11
1998,ID: Nampa,2450.98
1999,ID: Nampa,2699.55
2000,ID: Nampa,3010.22
2001,ID: Nampa,3064.88
2002,ID: Nampa,3176.58
2003,ID: Nampa,3153.43
2004,ID: Nampa,3118.0
2005,ID: Nampa,3078.25
2006,ID: Nampa,3081.03
2007,ID: Nampa,3014.0
2008,ID: Nampa,2956.16
2009,ID: Nampa,2978.84
2010,ID: Nampa,2855.89
2011,ID: Nampa,2741.67
2012,ID: Nampa,2734.02
2013,ID: Nampa,2551.83
2014,ID: Nampa,2530.72
2015,ID: Nampa,2561.64
2016,ID: Nampa,2612.25
2017,ID: Nampa,2701.8
1977,IL: Aurora,2718.97
1978,IL: Aurora,2641.59
1979,IL: Aurora,2415.59
1980,IL: Aurora,2301.83
1981,IL: Aurora,2358.45
1982,IL: Aurora,2544.68
1983,IL: Aurora,2473.96
1984,IL: Aurora,2471.13
1985,IL: Aurora,2349.01
1986,IL: Aurora,2696.5
1987,IL: Aurora,2799.59
1988,IL: Aurora,2903.53
1989,IL: Aurora,2621.38
1990,IL: Aurora,3147.97
1991,IL: Aurora,3218.76
1992,IL: Aurora,3169.69
1993,IL: Aurora,3149.72
1994,IL: Aurora,3353.25
1995,IL: Aurora,3316.57
1996,IL: Aurora,3361.53
1997,IL: Aurora,3342.2
1998,IL: Aurora,3434.08
1999,IL: Aurora,3919.16
2000,IL: Aurora,4345.77
2001,IL: Aurora,4249.94
2002,IL: Aurora,4237.7
2003,IL: Aurora,4423.25
2004,IL: Aurora,4344.65
2005,IL: Aurora,4262.23
2006,IL: Aurora,4324.16
2007,IL: Aurora,4676.88
2008,IL: Aurora,4521.4
2009,IL: Aurora,4468.44
2010,IL: Aurora,4632.15
2011,IL: Aurora,4851.54
2012,IL: Aurora,4624.29
2013,IL: Aurora,4801.33
2014,IL: Aurora,4789.96
2015,IL: Aurora,4666.35
2016,IL: Aurora,4682.78
2017,IL: Aurora,4832.5
1977,IL: Chicago,4514.87
1978,IL: Chicago,4346.74
1979,IL: Chicago,4092.88
1980,IL: Chicago,4111.0
1981,IL: Chicago,4357.03
1982,IL: Chicago,4429.18
1983,IL: Chicago,4695.95
1984,IL: Chicago,4712.61
1985,IL: Chicago,4815.2
1986,IL: Chicago,5146.44
1987,IL: Chicago,5369.94
1988,IL: Chicago,5382.32
1989,IL: Chicago,5387.02
1990,IL: Chicago,5569.07
1991,IL: Chicago,5914.33
1992,IL: Chicago,6154.46
1993,IL: Chicago,5808.52
1994,IL: Chicago,6109.65
1995,IL: Chicago,6424.21
1996,IL: Chicago,6333.39
1997,IL: Chicago,6904.1
1998,IL: Chicago,6777.93
1999,IL: Chicago,6953.67
2000,IL: Chicago,7144.79
2001,IL: Chicago,6998.97
2002,IL: Chicago,6302.17
2003,IL: Chicago,6862.47
2004,IL: Chicago,8549.17
2005,IL: Chicago,7590.12
2006,IL: Chicago,8547.76
2007,IL: Chicago,9264.39
2008,IL: Chicago,7278.04
2009,IL: Chicago,3786.95
2010,IL: Chicago,8924.09
2011,IL: Chicago,8683.77
2012,IL: Chicago,7258.43
2013,IL: Chicago,8257.49
2014,IL: Chicago,8670.13
2015,IL: Chicago,7854.89
2016,IL: Chicago,7489.86
2017,IL: Chicago,8683.97
1977,IL: Decatur,2477.07
1978,IL: Decatur,2540.66
1979,IL: Decatur,2493.23
1980,IL: Decatur,2500.24
1981,IL: Decatur,2321.87
1982,IL: Decatur,2310.43
1983,IL: Decatur,2348.39
1984,IL: Decatur,2716.23
1985,IL: Decatur,2841.46
1986,IL: Decatur,2961.03
1987,IL: Decatur,2853.31
1988,IL: Decatur,2826.18
1989,IL: Decatur,2968.4
1990,IL: Decatur,3155.34
1991,IL: Decatur,3113.86
1992,IL: Decatur,3245.35
1993,IL: Decatur,3189.13
1994,IL: Decatur,3247.61
1995,IL: Decatur,3268.78
1996,IL: Decatur,3264.16
1997,IL: Decatur,3493.98
1998,IL: Decatur,3604.97
1999,IL: Decatur,3763.59
2000,IL: Decatur,3652.92
2001,IL: Decatur,3744.31
2002,IL: Decatur,3917.22
2003,IL: Decatur,3593.25
2004,IL: Decatur,3929.96
2005,IL: Decatur,3922.32
2006,IL: Decatur,3902.0
2007,IL: Decatur,3982.88
2008,IL: Decatur,3807.48
2009,IL: Decatur,3681.47
2010,IL: Decatur,4024.81
2011,IL: Decatur,4010.86
2012,IL: Decatur,3696.57
2013,IL: Decatur,3982.48
2014,IL: Decatur,4591.03
2015,IL: Decatur,3991.27
2016,IL: Decatur,4108.83
2017,IL: Decatur,4590.36
1977,IL: East St. Louis,4334.25
1978,IL: East St. Louis,4452.61
1979,IL: East St. Louis,4502.02
1980,IL: East St. Louis,4303.92
1981,IL: East St. Louis,4291.91
1982,IL: East St. Louis,4268.91
1983,IL: East St. Louis,3889.84
1984,IL: East St. Louis,3786.79
1985,IL: East St. Louis,3963.82
1986,IL: East St. Louis,3957.24
1987,IL: East St. Louis,4259.89
1988,IL: East St. Louis,4280.87
1989,IL: East St. Louis,4333.77
1990,IL: East St. Louis,4586.97
1991,IL: East St. Louis,4694.24
1992,IL: East St. Louis,4325.78
1993,IL: East St. Louis,4423.82
1994,IL: East St. Louis,4578.04
1995,IL: East St. Louis,4626.8
1996,IL: East St. Louis,4502.78
1997,IL: East St. Louis,5277.96
1998,IL: East St. Louis,5189.8
1999,IL: East St. Louis,5822.05
2000,IL: East St. Louis,5917.5
2001,IL: East St. Louis,6144.21
2002,IL: East St. Louis,6547.85
2003,IL: East St. Louis,6458.33
2004,IL: East St. Louis,6333.71
2005,IL: East St. Louis,6334.93
2006,IL: East St. Louis,7075.59
2007,IL: East St. Louis,6838.12
2008,IL: East St. Louis,6404.39
2009,IL: East St. Louis,6501.24
2010,IL: East St. Louis,6575.1
2011,IL: East St. Louis,7517.84
2012,IL: East St. Louis,6976.62
2013,IL: East St. Louis,6038.43
2014,IL: East St. Louis,5827.38
2015,IL: East St. Louis,6035.59
2016,IL: East St. Louis,5870.85
2017,IL: East St. Louis,5843.74
1977,IL: Rock Island,2942.47
1978,IL: Rock Island,3001.48
1979,IL: Rock Island,3030.93
1980,IL: Rock Island,2646.16
1981,IL: Rock Island,2723.97
1982,IL: Rock Island,3015.05
1983,IL: Rock Island,3248.45
1984,IL: Rock Island,3555.77
1985,IL: Rock Island,3640.44
1986,IL: Rock Island,3672.35
1987,IL: Rock Island,3415.99
1988,IL: Rock Island,3166.82
1989,IL: Rock Island,3391.36
1990,IL: Rock Island,3211.5
1991,IL: Rock Island,3182.13
1992,IL: Rock Island,3299.88
1993,IL: Rock Island,3418.57
1994,IL: Rock Island,3935.26
1995,IL: Rock Island,4109.85
1996,IL: Rock Island,4150.29
1997,IL: Rock Island,3725.11
1998,IL: Rock Island,3747.55
1999,IL: Rock Island,3985.38
2000,IL: Rock Island,3957.43
2001,IL: Rock Island,3914.59
2002,IL: Rock Island,3984.91
2003,IL: Rock Island,4028.58
2004,IL: Rock Island,4188.72
2005,IL: Rock Island,4149.51
2006,IL: Rock Island,4377.9
2007,IL: Rock Island,4423.79
2008,IL: Rock Island,4398.73
2009,IL: Rock Island,4621.78
2010,IL: Rock Island,4499.71
2011,IL: Rock Island,4688.97
2012,IL: Rock Island,4657.7
2013,IL: Rock Island,4776.37
2014,IL: Rock Island,4903.27
2015,IL: Rock Island,4753.64
2016,IL: Rock Island,4418.28
2017,IL: Rock Island,4755.39
1977,IN: Anderson,3537.65
1978,IN: Anderson,3820.89
1979,IN: Anderson,3521.77
1980,IN: Anderson,3249.0
1981,IN: Anderson,3246.28
1982,IN: Anderson,4007.23
1983,IN: Anderson,3498.28
1984,IN: Anderson,3872.33
1985,IN: Anderson,4020.93
1986,IN: Anderson,4198.92
1987,IN: Anderson,5105.29
1988,IN: Anderson,4986.53
1989,IN: Anderson,5244.07
1990,IN: Anderson,5239.66
1991,IN: Anderson,5130.45
1992,IN: Anderson,5158.79
1993,IN: Anderson,5258.29
1994,IN: Anderson,5187.82
1995,IN: Anderson,5347.5
1996,IN: Anderson,5482.96
1997,IN: Anderson,5043.94
1998,IN: Anderson,5374.72
1999,IN: Anderson,6122.18
2000,IN: Anderson,5383.62
2001,IN: Anderson,5759.65
2002,IN: Anderson,5906.33
2003,IN: Anderson,5872.96
2004,IN: Anderson,6031.81
2005,IN: Anderson,7416.11
2006,IN: Anderson,6461.61
2007,IN: Anderson,6174.64
2008,IN: Anderson,6731.1
2009,IN: Anderson,7344.36
2010,IN: Anderson,7091.84
2011,IN: Anderson,7548.25
2012,IN: Anderson,6743.19
2013,IN: Anderson,6639.89
2014,IN: Anderson,6564.73
2015,IN: Anderson,6728.57
2016,IN: Anderson,6724.52
2017,IN: Anderson,6771.81
1977,IN: East Chicago,5736.64
1978,IN: East Chicago,5574.12
1979,IN: East Chicago,5155.62
1980,IN: East Chicago,5490.67
1981,IN: East Chicago,6238.61
1982,IN: East Chicago,6072.72
1983,IN: East Chicago,4519.47
1984,IN: East Chicago,6070.84
1985,IN: East Chicago,6250.25
1986,IN: East Chicago,6432.46
1987,IN: East Chicago,6269.34
1988,IN: East Chicago,7244.09
1989,IN: East Chicago,9888.72
1990,IN: East Chicago,6342.21
1991,IN: East Chicago,6881.01
1992,IN: East Chicago,6494.12
1993,IN: East Chicago,7214.08
1994,IN: East Chicago,7103.12
1995,IN: East Chicago,7443.91
1996,IN: East Chicago,6606.95
1997,IN: East Chicago,8348.49
1998,IN: East Chicago,7765.5
1999,IN: East Chicago,7511.82
2000,IN: East Chicago,7644.36
2001,IN: East Chicago,8175.73
2002,IN: East Chicago,8907.52
2003,IN: East Chicago,8275.72
2004,IN: East Chicago,8096.94
2005,IN: East Chicago,6122.91
2006,IN: East Chicago,9850.41
2007,IN: East Chicago,8360.9
2008,IN: East Chicago,7683.01
2009,IN: East Chicago,8723.16
2010,IN: East Chicago,8115.16
2011,IN: East Chicago,6870.13
2012,IN: East Chicago,8658.08
2013,IN: East Chicago,7175.23
2014,IN: East Chicago,6582.61
2015,IN: East Chicago,7342.93
2016,IN: East Chicago,6549.0
2017,IN: East Chicago,6472.26
1977,IN: Ft. Wayne,3092.11
1978,IN: Ft. Wayne,2855.01
1979,IN: Ft. Wayne,2783.82
1980,IN: Ft. Wayne,2574.25
1981,IN: Ft. Wayne,2577.76
1982,IN: Ft. Wayne,2840.84
1983,IN: Ft. Wayne,2757.44
1984,IN: Ft. Wayne,2593.78
1985,IN: Ft. Wayne,2674.06
1986,IN: Ft. Wayne,2941.1
1987,IN: Ft. Wayne,3234.41
1988,IN: Ft. Wayne,2456.45
1989,IN: Ft. Wayne,3008.25
1990,IN: Ft. Wayne,2816.55
1991,IN: Ft. Wayne,2686.41
1992,IN: Ft. Wayne,2758.51
1993,IN: Ft. Wayne,2810.26
1994,IN: Ft. Wayne,3004.9
1995,IN: Ft. Wayne,2998.58
1996,IN: Ft. Wayne,2824.17
1997,IN: Ft. Wayne,3183.41
1998,IN: Ft. Wayne,3158.9
1999,IN: Ft. Wayne,3066.44
2000,IN: Ft. Wayne,3198.49
2001,IN: Ft. Wayne,3085.39
2002,IN: Ft. Wayne,3146.78
2003,IN: Ft. Wayne,3120.17
2004,IN: Ft. Wayne,3283.85
2005,IN: Ft. Wayne,4029.42
2006,IN: Ft. Wayne,3868.92
2007,IN: Ft. Wayne,3908.14
2008,IN: Ft. Wayne,4132.88
2009,IN: Ft. Wayne,4075.68
2010,IN: Ft. Wayne,3865.87
2011,IN: Ft. Wayne,3878.05
2012,IN: Ft. Wayne,3662.04
2013,IN: Ft. Wayne,3588.16
2014,IN: Ft. Wayne,3452.92
2015,IN: Ft. Wayne,3544.92
2016,IN: Ft. Wayne,3560.68
2017,IN: Ft. Wayne,3251.39
1977,IN: Gary,3347.28
1978,IN: Gary,3181.36
1979,IN: Gary,5348.39
1980,IN: Gary,3619.57
1981,IN: Gary,4061.52
1982,IN: Gary,3516.82
1983,IN: Gary,3379.13
1984,IN: Gary,3856.88
1985,IN: Gary,4178.13
1986,IN: Gary,4144.67
1987,IN: Gary,4300.77
1988,IN: Gary,4022.07
1989,IN: Gary,4443.52
1990,IN: Gary,4363.92
1991,IN: Gary,4717.46
1992,IN: Gary,4651.54
1993,IN: Gary,4538.75
1994,IN: Gary,4871.18
1995,IN: Gary,5101.07
1996,IN: Gary,4727.07
1997,IN: Gary,5467.11
1998,IN: Gary,5600.12
1999,IN: Gary,5891.89
2000,IN: Gary,6298.72
2001,IN: Gary,6439.39
2002,IN: Gary,6295.47
2003,IN: Gary,6293.43
2004,IN: Gary,5679.56
2005,IN: Gary,6265.79
2006,IN: Gary,7421.53
2007,IN: Gary,6505.76
2008,IN: Gary,5278.51
2009,IN: Gary,6219.36
2010,IN: Gary,5998.38
2011,IN: Gary,5383.77
2012,IN: Gary,6247.3
2013,IN: Gary,5396.0
2014,IN: Gary,4945.25
2015,IN: Gary,4427.44
2016,IN: Gary,4339.46
2017,IN: Gary,3992.16
1977,IN: Hammond,3094.94
1978,IN: Hammond,2985.21
1979,IN: Hammond,2912.88
1980,IN: Hammond,2938.09
1981,IN: Hammond,3297.85
1982,IN: Hammond,3026.3
1983,IN: Hammond,2659.65
1984,IN: Hammond,3146.98
1985,IN: Hammond,3398.16
1986,IN: Hammond,3668.24
1987,IN: Hammond,3733.34
1988,IN: Hammond,3755.98
1989,IN: Hammond,4292.46
1990,IN: Hammond,4148.43
1991,IN: Hammond,3976.08
1992,IN: Hammond,3823.38
1993,IN: Hammond,3989.98
1994,IN: Hammond,4184.91
1995,IN: Hammond,4403.84
1996,IN: Hammond,4223.55
1997,IN: Hammond,4744.2
1998,IN: Hammond,5042.27
1999,IN: Hammond,5120.3
2000,IN: Hammond,5481.53
2001,IN: Hammond,5660.28
2002,IN: Hammond,5820.48
2003,IN: Hammond,5325.55
2004,IN: Hammond,5412.55
2005,IN: Hammond,5006.06
2006,IN: Hammond,6093.31
2007,IN: Hammond,5234.59
2008,IN: Hammond,4514.23
2009,IN: Hammond,5682.54
2010,IN: Hammond,5567.48
2011,IN: Hammond,5468.65
2012,IN: Hammond,6257.59
2013,IN: Hammond,5344.75
2014,IN: Hammond,5311.56
2015,IN: Hammond,5514.09
2016,IN: Hammond,5500.87
2017,IN: Hammond,5777.7
1977,IN: Indianapolis,3651.81
1978,IN: Indianapolis,3694.03
1979,IN: Indianapolis,3568.58
1980,IN: Indianapolis,3355.11
1981,IN: Indianapolis,3587.24
1982,IN: Indianapolis,3751.38
1983,IN: Indianapolis,3762.23
1984,IN: Indianapolis,4076.84
1985,IN: Indianapolis,4179.67
1986,IN: Indianapolis,4241.02
1987,IN: Indianapolis,4205.82
1988,IN: Indianapolis,4025.75
1989,IN: Indianapolis,4584.33
1990,IN: Indianapolis,4631.45
1991,IN: Indianapolis,4443.01
1992,IN: Indianapolis,4387.77
1993,IN: Indianapolis,4984.49
1994,IN: Indianapolis,4783.1
1995,IN: Indianapolis,4828.39
1996,IN: Indianapolis,4677.07
1997,IN: Indianapolis,4970.96
1998,IN: Indianapolis,5086.16
1999,IN: Indianapolis,5149.25
2000,IN: Indianapolis,5324.26
2001,IN: Indianapolis,5293.96
2002,IN: Indianapolis,5773.05
2003,IN: Indianapolis,5461.87
2004,IN: Indianapolis,6677.18
2005,IN: Indianapolis,7499.84
2006,IN: Indianapolis,7724.01
2007,IN: Indianapolis,6353.03
2008,IN: Indianapolis,6231.73
2009,IN: Indianapolis,6412.04
2010,IN: Indianapolis,6863.7
2011,IN: Indianapolis,6017.52
2012,IN: Indianapolis,5517.86
2013,IN: Indianapolis,5667.4
2014,IN: Indianapolis,5463.86
2015,IN: Indianapolis,5473.68
2016,IN: Indianapolis,6266.62
2017,IN: Indianapolis,5538.46
1977,IN: South Bend,2549.25
1978,IN: South Bend,2472.95
1979,IN: South Bend,2647.89
1980,IN: South Bend,2633.79
1981,IN: South Bend,2550.47
1982,IN: South Bend,2539.78
1983,IN: South Bend,2619.75
1984,IN: South Bend,2787.64
1985,IN: South Bend,2985.59
1986,IN: South Bend,3421.32
1987,IN: South Bend,3953.52
1988,IN: South Bend,3261.51
1989,IN: South Bend,3528.43
1990,IN: South Bend,4008.01
1991,IN: South Bend,3561.77
1992,IN: South Bend,3621.11
1993,IN: South Bend,3529.62
1994,IN: South Bend,3473.59
1995,IN: South Bend,3811.29
1996,IN: South Bend,3888.79
1997,IN: South Bend,4096.34
1998,IN: South Bend,4491.87
1999,IN: South Bend,4150.06
2000,IN: South Bend,4665.72
2001,IN: South Bend,4762.06
2002,IN: South Bend,5694.1
2003,IN: South Bend,5575.22
2004,IN: South Bend,5590.44
2005,IN: South Bend,5107.41
2006,IN: South Bend,6002.24
2007,IN: South Bend,5373.04
2008,IN: South Bend,5576.16
2009,IN: South Bend,5411.03
2010,IN: South Bend,6519.7
2011,IN: South Bend,5904.1
2012,IN: South Bend,5759.99
2013,IN: South Bend,5342.16
2014,IN: South Bend,5360.43
2015,IN: South Bend,5622.91
2016,IN: South Bend,5374.91
2017,IN: South Bend,5328.83
1977,IN: Terre Haute,2620.04
1978,IN: Terre Haute,2749.46
1979,IN: Terre Haute,2707.53
1980,IN: Terre Haute,2467.03
1981,IN: Terre Haute,2447.31
1982,IN: Terre Haute,2459.31
1983,IN: Terre Haute,2487.14
1984,IN: Terre Haute,2742.52
1985,IN: Terre Haute,2792.35
1986,IN: Terre Haute,2625.44
1987,IN: Terre Haute,2670.43
1988,IN: Terre Haute,2706.07
1989,IN: Terre Haute,3005.2
1990,IN: Terre Haute,2641.64
1991,IN: Terre Haute,2591.36
1992,IN: Terre Haute,2752.26
1993,IN: Terre Haute,2947.71
1994,IN: Terre Haute,2687.2
1995,IN: Terre Haute,2846.11
1996,IN: Terre Haute,2775.35
1997,IN: Terre Haute,2736.08
1998,IN: Terre Haute,2954.0
1999,IN: Terre Haute,2884.51
2000,IN: Terre Haute,2967.9
2001,IN: Terre Haute,3114.45
2002,IN: Terre Haute,3113.9
2003,IN: Terre Haute,3070.63
2004,IN: Terre Haute,3154.6
2005,IN: Terre Haute,4165.12
2006,IN: Terre Haute,3893.14
2007,IN: Terre Haute,3619.84
2008,IN: Terre Haute,4234.25
2009,IN: Terre Haute,4332.56
2010,IN: Terre Haute,4382.17
2011,IN: Terre Haute,4074.91
2012,IN: Terre Haute,3973.5
2013,IN: Terre Haute,4003.36
2014,IN: Terre Haute,3684.92
2015,IN: Terre Haute,3796.06
2016,IN: Terre Haute,3960.13
2017,IN: Terre Haute,4066.79
1977,KS: Kansas City,4612.41
1978,KS: Kansas City,4986.19
1979,KS: Kansas City,4560.05
1980,KS: Kansas City,4348.23
1981,KS: Kansas City,4334.28
1982,KS: Kansas City,4994.89
1983,KS: Kansas City,5092.28
1984,KS: Kansas City,5181.21
1985,KS: Kansas City,5507.66
1986,KS: Kansas City,5933.28
1987,KS: Kansas City,6837.01
1988,KS: Kansas City,5514.65
1989,KS: Kansas City,5847.71
1990,KS: Kansas City,6585.79
1991,KS: Kansas City,6288.98
1992,KS: Kansas City,6408.98
1993,KS: Kansas City,6487.38
1994,KS: Kansas City,6753.28
1995,KS: Kansas City,6520.09
1996,KS: Kansas City,6394.88
1997,KS: Kansas City,6537.82
1998,KS: Kansas City,4530.79
1999,KS: Kansas City,4489.0
2000,KS: Kansas City,6023.12
2001,KS: Kansas City,6354.91
2002,KS: Kansas City,5922.19
2003,KS: Kansas City,6500.23
2004,KS: Kansas City,6354.83
2005,KS: Kansas City,6344.7
2006,KS: Kansas City,6785.8
2007,KS: Kansas City,7280.24
2008,KS: Kansas City,7349.85
2009,KS: Kansas City,6693.68
2010,KS: Kansas City,6921.05
2011,KS: Kansas City,6950.66
2012,KS: Kansas City,6805.36
2013,KS: Kansas City,6948.74
2014,KS: Kansas City,7478.0
2015,KS: Kansas City,7071.67
2016,KS: Kansas City,6942.58
2017,KS: Kansas City,6987.75
1977,KS: Topeka,2989.1
1978,KS: Topeka,3015.87
1979,KS: Topeka,2968.42
1980,KS: Topeka,2751.06
1981,KS: Topeka,2889.58
1982,KS: Topeka,3048.38
1983,KS: Topeka,3108.95
1984,KS: Topeka,3138.0
1985,KS: Topeka,3478.53
1986,KS: Topeka,4146.17
1987,KS: Topeka,3615.59
1988,KS: Topeka,3731.96
1989,KS: Topeka,3406.1
1990,KS: Topeka,3557.56
1991,KS: Topeka,3559.57
1992,KS: Topeka,3379.12
1993,KS: Topeka,3444.28
1994,KS: Topeka,3695.42
1995,KS: Topeka,3922.26
1996,KS: Topeka,3854.05
1997,KS: Topeka,3949.13
1998,KS: Topeka,4128.61
1999,KS: Topeka,4141.09
2000,KS: Topeka,4272.78
2001,KS: Topeka,4092.94
2002,KS: Topeka,4171.54
2003,KS: Topeka,4246.76
2004,KS: Topeka,4225.46
2005,KS: Topeka,4009.91
2006,KS: Topeka,4120.22
2007,KS: Topeka,4226.86
2008,KS: Topeka,4190.86
2009,KS: Topeka,4518.23
2010,KS: Topeka,4517.38
2011,KS: Topeka,4624.75
2012,KS: Topeka,4564.7
2013,KS: Topeka,4394.08
2014,KS: Topeka,4186.22
2015,KS: Topeka,4264.84
2016,KS: Topeka,4228.28
2017,KS: Topeka,4382.57
1977,KS: Wichita,3137.16
1978,KS: Wichita,3243.33
1979,KS: Wichita,3427.99
1980,KS: Wichita,3232.83
1981,KS: Wichita,3313.06
1982,KS: Wichita,3303.02
1983,KS: Wichita,3257.38
1984,KS: Wichita,3669.96
1985,KS: Wichita,3700.96
1986,KS: Wichita,2726.54
1987,KS: Wichita,5403.86
1988,KS: Wichita,3859.61
1989,KS: Wichita,3581.23
1990,KS: Wichita,3550.55
1991,KS: Wichita,3379.51
1992,KS: Wichita,3608.75
1993,KS: Wichita,3469.0
1994,KS: Wichita,3696.38
1995,KS: Wichita,3477.03
1996,KS: Wichita,3677.1
1997,KS: Wichita,3861.88
1998,KS: Wichita,3991.07
1999,KS: Wichita,4098.03
2000,KS: Wichita,4395.1
2001,KS: Wichita,3663.86
2002,KS: Wichita,3676.52
2003,KS: Wichita,3623.28
2004,KS: Wichita,4781.62
2005,KS: Wichita,4497.21
2006,KS: Wichita,4621.95
2007,KS: Wichita,4645.86
2008,KS: Wichita,4448.6
2009,KS: Wichita,4101.4
2010,KS: Wichita,5235.24
2011,KS: Wichita,4808.18
2012,KS: Wichita,4330.28
2013,KS: Wichita,4606.64
2014,KS: Wichita,4685.14
2015,KS: Wichita,4321.06
2016,KS: Wichita,4344.89
2017,KS: Wichita,4484.36
1977,KY: Covington,2574.14
1978,KY: Covington,2597.6
1979,KY: Covington,2454.8
1980,KY: Covington,2492.77
1981,KY: Covington,2381.81
1982,KY: Covington,2073.51
1983,KY: Covington,2334.09
1984,KY: Covington,2218.76
1985,KY: Covington,2347.35
1986,KY: Covington,2508.43
1987,KY: Covington,2682.01
1988,KY: Covington,2654.87
1989,KY: Covington,3066.88
1990,KY: Covington,3625.37
1991,KY: Covington,3631.34
1992,KY: Covington,3858.28
1993,KY: Covington,4275.12
1994,KY: Covington,4307.11
1995,KY: Covington,4565.54
1996,KY: Covington,5008.61
1997,KY: Covington,4415.94
1998,KY: Covington,4566.58
1999,KY: Covington,4822.87
2000,KY: Covington,4802.27
2001,KY: Covington,5027.41
2002,KY: Covington,4908.33
2003,KY: Covington,5179.06
2004,KY: Covington,5450.21
2005,KY: Covington,4998.51
2006,KY: Covington,5144.81
2007,KY: Covington,5253.84
2008,KY: Covington,5463.87
2009,KY: Covington,5644.2
2010,KY: Covington,5629.58
2011,KY: Covington,5675.73
2012,KY: Covington,5732.84
2013,KY: Covington,5136.75
2014,KY: Covington,4888.04
2015,KY: Covington,5098.52
2016,KY: Covington,5278.89
2017,KY: Covington,5182.22
1977,KY: Lexington,2043.22
1978,KY: Lexington,2127.72
1979,KY: Lexington,2559.37
1980,KY: Lexington,2164.38
1981,KY: Lexington,2287.08
1982,KY: Lexington,2063.13
1983,KY: Lexington,2078.4
1984,KY: Lexington,2390.22
1985,KY: Lexington,2422.63
1986,KY: Lexington,2550.88
1987,KY: Lexington,2721.7
1988,KY: Lexington,2807.15
1989,KY: Lexington,2878.16
1990,KY: Lexington,2912.06
1991,KY: Lexington,2781.74
1992,KY: Lexington,2791.8
1993,KY: Lexington,2947.75
1994,KY: Lexington,2985.85
1995,KY: Lexington,3149.03
1996,KY: Lexington,3061.07
1997,KY: Lexington,3111.97
1998,KY: Lexington,3200.5
1999,KY: Lexington,3211.55
2000,KY: Lexington,3149.44
2001,KY: Lexington,3092.82
2002,KY: Lexington,2970.5
2003,KY: Lexington,3189.13
2004,KY: Lexington,3507.88
2005,KY: Lexington,3471.41
2006,KY: Lexington,3533.89
2007,KY: Lexington,3139.66
2008,KY: Lexington,3449.38
2009,KY: Lexington,3083.06
2010,KY: Lexington,3542.53
2011,KY: Lexington,3782.41
2012,KY: Lexington,3331.33
2013,KY: Lexington,3387.0
2014,KY: Lexington,3664.23
2015,KY: Lexington,3488.9
2016,KY: Lexington,3619.61
2017,KY: Lexington,3906.91
1977,KY: Louisville,3846.66
1978,KY: Louisville,3945.22
1979,KY: Louisville,3985.65
1980,KY: Louisville,3594.03
1981,KY: Louisville,3523.22
1982,KY: Louisville,2990.05
1983,KY: Louisville,2741.79
1984,KY: Louisville,3257.34
1985,KY: Louisville,3559.07
1986,KY: Louisville,3799.22
1987,KY: Louisville,3941.94
1988,KY: Louisville,3890.45
1989,KY: Louisville,3945.8
1990,KY: Louisville,4016.19
1991,KY: Louisville,4069.0
1992,KY: Louisville,4297.39
1993,KY: Louisville,4210.75
1994,KY: Louisville,4442.16
1995,KY: Louisville,4393.87
1996,KY: Louisville,4434.35
1997,KY: Louisville,4599.61
1998,KY: Louisville,4900.84
1999,KY: Louisville,4995.64
2000,KY: Louisville,4842.22
2001,KY: Louisville,5153.49
2002,KY: Louisville,5175.38
2003,KY: Louisville,3137.61
2004,KY: Louisville,3219.95
2005,KY: Louisville,3243.97
2006,KY: Louisville,3751.78
2007,KY: Louisville,3745.19
2008,KY: Louisville,3487.18
2009,KY: Louisville,3543.24
2010,KY: Louisville,3614.35
2011,KY: Louisville,3618.15
2012,KY: Louisville,3493.25
2013,KY: Louisville,3449.97
2014,KY: Louisville,3489.3
2015,KY: Louisville,3562.87
2016,KY: Louisville,3678.17
2017,KY: Louisville,3680.45
1977,LA: Baton Rouge,2711.26
1978,LA: Baton Rouge,2732.0
1979,LA: Baton Rouge,2699.1
1980,LA: Baton Rouge,2622.46
1981,LA: Baton Rouge,2758.22
1982,LA: Baton Rouge,2925.35
1983,LA: Baton Rouge,2855.75
1984,LA: Baton Rouge,3442.07
1985,LA: Baton Rouge,2871.45
1986,LA: Baton Rouge,3071.13
1987,LA: Baton Rouge,2945.73
1988,LA: Baton Rouge,2948.12
1989,LA: Baton Rouge,3057.28
1990,LA: Baton Rouge,3159.6
1991,LA: Baton Rouge,3225.54
1992,LA: Baton Rouge,3360.03
1993,LA: Baton Rouge,3183.03
1994,LA: Baton Rouge,3263.95
1995,LA: Baton Rouge,3167.59
1996,LA: Baton Rouge,3267.38
1997,LA: Baton Rouge,3204.8
1998,LA: Baton Rouge,3348.44
1999,LA: Baton Rouge,3256.53
2000,LA: Baton Rouge,3522.27
2001,LA: Baton Rouge,3557.71
2002,LA: Baton Rouge,3611.25
2003,LA: Baton Rouge,3476.66
2004,LA: Baton Rouge,4200.17
2005,LA: Baton Rouge,3874.07
2006,LA: Baton Rouge,4273.62
2007,LA: Baton Rouge,4525.92
2008,LA: Baton Rouge,4350.0
2009,LA: Baton Rouge,3761.58
2010,LA: Baton Rouge,4650.72
